Name,Location,Ranking,ProgramDetails,TuitionFees
University of Silesia in Katowice,Poland,Not ranked,Bachelor in English Studies,"High school diploma, English language proficiency","$2,000 per year",Varies,6.0
University of Silesia in Katowice,Poland,Not ranked,Master in International Relations,"Bachelor's degree, English language proficiency","$3,000 per year",Varies,6.5
University of Silesia in Katowice,Poland,Not ranked,PhD in Economics,"Master's degree, research proposal, English language proficiency","$4,500 per year",Varies,7.0
University of Plymouth,United Kingdom,601-800,Bachelor of Business Administration,"High school diploma, English language proficiency","$9,000 per year",Varies,6.0
University of Plymouth,United Kingdom,601-800,Master of Arts in History,"Bachelor's degree in History or related field, English language proficiency","$11,000 per year",B average,6.5
University of Plymouth,United Kingdom,601-800,PhD in Marine Biology,"Master's degree in Biology or related field, research proposal, English language proficiency","$13,000 per year",B+ average,7.0
University of A Coruña,Spain,Not ranked,Bachelor in Computer Science,"High School Diploma, Math background","$1,500 per year",Minimum B average,6.0
University of A Coruña,Spain,Not ranked,Master in International Business,"Bachelor's degree, relevant work experience","$2,000 per year",Minimum B+ average,6.5
University of A Coruña,Spain,Not ranked,PhD in Marine Sciences,Master's degree in related field,"$1,200 per year",Minimum A- average,7.0
University of Rostov,Russia,Not ranked,Bachelor in Economics,"High School Diploma, Math background","$2,000 per year",Minimum B average,5.5
University of Rostov,Russia,Not ranked,Master in Linguistics,Bachelor's degree in related field,"$1,800 per year",Minimum B+ average,6.0
University of Rostov,Russia,Not ranked,PhD in Physics,Master's degree in related field,"$2,500 per year",Minimum A- average,6.5
University of Algarve,Portugal,Not ranked,Bachelor of Business Administration,"High school diploma, TOEFL: 70 or IELTS: 6.0","$1,500 - $2,000 per year",Varies,6.0
University of Algarve,Portugal,Not ranked,Master of Computer Science,"Bachelor's degree in related field, TOEFL: 80 or IELTS: 6.5","$2,000 - $3,000 per year",Varies,6.5
University of Algarve,Portugal,Not ranked,PhD in Marine Biology,"Master's degree in related field, TOEFL: 90 or IELTS: 7.0","$3,000 - $4,000 per year",Varies,7.0
University of La Verne,"California, USA",Not ranked,Bachelor of Science in Business Administration,"High school diploma, SAT score of 1000, IELTS 6.0","$44,800 per year",Minimum GPA of 2.5,6.0
University of La Verne,"California, USA",Not ranked,Master of Public Administration,"Bachelor's degree, GRE or GMAT, IELTS 6.5","$19,980 per year",Minimum GPA of 3.0,6.5
Technische Universität Darmstadt,Germany,Not in top rankings,Computer Science,"Minimum grades: varies, IELTS: 6.5","$1,500 per semester",Varies,6.5
Technische Universität Darmstadt,Germany,Not in top rankings,Mechanical Engineering,"Minimum grades: varies, IELTS: 6.5","$1,500 per semester",Varies,6.5
Technische Universität Darmstadt,Germany,Not in top rankings,Business Administration,"Minimum grades: varies, IELTS: 6.5","$1,500 per semester",Varies,6.5
TU Dortmund University,Germany,Not in the top rankings,Computer Science,"High school diploma, Mathematics background, Basic programming skills","$1,000 per semester",Above average,6.0
TU Dortmund University,Germany,Not in the top rankings,Mechanical Engineering,"High school diploma, Physics and Mathematics background","$1,200 per semester",Good,6.5
TU Dortmund University,Germany,Not in the top rankings,Business Administration,"High school diploma, Economics background","$1,100 per semester",Above average,6.0
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),Bachelor of Arts in History,"High school diploma, grades AAA at A-levels or equivalent, IELTS 6.5","$16,700 per year",AAA at A-levels,6.5
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),Master of Science in Marketing,"Bachelor's degree, minimum 2:1 honors degree or equivalent, IELTS 6.5","$21,100 per year",2:1 honors degree,6.5
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),PhD in Computer Science,"Master's degree, research proposal, IELTS 6.5","$20,500 per year",Master's degree,6.5
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Business Administration,"High school diploma, Letter of Intent","$6,500 per year",Minimum 70% average,6.0
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Computer Science,"High school diploma, Letter of Intent","$6,000 per year",Minimum 70% average,6.0
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Arts in Psychology,"High school diploma, Letter of Intent","$5,800 per year",Minimum 65% average,6.5
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Nursing,"High school diploma, Letter of Intent, Interview","$7,200 per year",Minimum 75% average,7.0
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Education,"High school diploma, Letter of Intent, Interview","$6,800 per year",Minimum 70% average,6.5
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Engineering in Civil Engineering,"High school diploma, Letter of Intent, Math and Physics prerequisites","$7,500 per year",Minimum 75% average,6.5
University of Fort Hare,South Africa,Not ranked,Bachelor of Science in Computer Science,"High school diploma, Mathematics background","R30,000 per year",Minimum 60% average,6.0
University of Fort Hare,South Africa,Not ranked,Bachelor of Commerce,"High school diploma, Mathematics background","R28,000 per year",Minimum 55% average,6.0
University of Fort Hare,South Africa,Not ranked,Bachelor of Arts in History,"High school diploma, Humanities background","R26,000 per year",Minimum 50% average,6.5
University of Fort Hare,South Africa,Not ranked,Bachelor of Education,"High school diploma, Teaching interest","R29,000 per year",Minimum 55% average,6.0
University of Fort Hare,South Africa,Not ranked,Bachelor of Social Work,"High school diploma, Social sciences interest","R27,500 per year",Minimum 60% average,6.5
University of Fort Hare,South Africa,Not ranked,Bachelor of Science in Nursing,"High school diploma, Biology background","R31,000 per year",Minimum 65% average,6.0
University of Duisburg,Germany,Not ranked,Bachelor of Business Administration,"High school diploma, German language proficiency, Statement of Purpose","$5,000 per year",Minimum 70% in high school,6.0
University of Duisburg,Germany,Not ranked,Bachelor of Mechanical Engineering,"High school diploma, German language proficiency, Letter of Recommendation","$4,500 per year",Minimum 75% in high school with Math and Physics,6.5
University of Duisburg,Germany,Not ranked,Master of Computer Science,"Bachelor's degree in related field, German language proficiency, CV","$6,000 per year",Minimum 3.0 GPA in Bachelor's,6.5
University of Duisburg,Germany,Not ranked,Master of Economics,"Bachelor's degree in Economics or related field, German language proficiency, Statement of Purpose","$5,500 per year",Minimum 3.2 GPA in Bachelor's,6.5
University of Pardubice,Czech Republic,Not ranked,Bachelor of Business Administration,"High School Diploma, Entrance Exam","$3,000 per year",Minimum B average,6.0
University of Pardubice,Czech Republic,Not ranked,Master of Computer Science,"Bachelor's degree in related field, Statement of Purpose","$4,500 per year",Minimum B+ average,6.5
University of Pardubice,Czech Republic,Not ranked,PhD in Chemistry,"Master's degree in Chemistry, Research Proposal","$2,500 per year",Minimum A- average,7.0
Brock University,Canada,Not in top rankings,Bachelor of Business Administration,"High school diploma, minimum GPA of 70%, IELTS 6.5","$22,695 per year",70% and above,6.5
Brock University,Canada,Not in top rankings,Bachelor of Arts in Psychology,"High school diploma, minimum GPA of 75%, IELTS 6.5","$23,595 per year",75% and above,6.5
Brock University,Canada,Not in top rankings,Bachelor of Science in Computer Science,"High school diploma, minimum GPA of 75%, IELTS 6.5","$24,695 per year",75% and above,6.5
Central University of Jharkhand,India,Not in top rankings,Bachelor of Technology in Computer Science,"Higher Secondary Certificate, minimum 50%, IELTS 6.0","INR 50,000 per year",50% and above,6.0
Central University of Jharkhand,India,Not in top rankings,Bachelor of Arts in English Literature,"Higher Secondary Certificate, minimum 45%, IELTS 6.0","INR 45,000 per year",45% and above,6.0
Central University of Jharkhand,India,Not in top rankings,Bachelor of Science in Environmental Science,"Higher Secondary Certificate, minimum 55%, IELTS 6.5","INR 48,000 per year",55% and above,6.5
University of Fribourg,Switzerland,Not in Top Rankings,Bachelor in Economics,"High School Diploma, B2 Level in French or German","$1,000 - $2,000 per year",High school average of 70%,6.0
University of Fribourg,Switzerland,Not in Top Rankings,Master in Computer Science,"Bachelor's Degree in related field, B2 Level in French or German","$1,500 - $3,000 per year",Minimum GPA of 3.0,6.5
University of Fribourg,Switzerland,Not in Top Rankings,PhD in Chemistry,"Master's Degree in Chemistry, B2 Level in French or German","$1,000 - $2,500 per year",Previous academic performance in related field,7.0
University of La Rochelle,France,Not ranked,Bachelor in Business Administration,"High school diploma, French Baccalaureate or equivalent, IELTS 6.0","$7,000 per year",Minimum GPA of 2.5,6.0
University of La Rochelle,France,Not ranked,Master in International Business,"Bachelor's degree, IELTS 6.5","$9,500 per year",Minimum GPA of 3.0,6.5
University of La Rochelle,France,Not ranked,Bachelor in Computer Science,"High school diploma, French Baccalaureate or equivalent, IELTS 6.0","$6,500 per year",Minimum GPA of 2.8,6.0
University of La Rochelle,France,Not ranked,Master in Marketing Management,"Bachelor's degree, IELTS 6.5","$8,000 per year",Minimum GPA of 3.2,6.5
University of Calabria,Italy,Not ranked,Bachelor in Mechanical Engineering,"High school diploma, IELTS 6.5","€1,000 per year",Minimum GPA of 2.7,6.5
University of Calabria,Italy,Not ranked,Master in Computer Science,"Bachelor's degree, IELTS 7.0","€1,200 per year",Minimum GPA of 3.0,7.0
University of Calabria,Italy,Not ranked,Bachelor in Economics,"High school diploma, IELTS 6.0",€900 per year,Minimum GPA of 2.5,6.0
University of Calabria,Italy,Not ranked,Master in Civil Engineering,"Bachelor's degree, IELTS 6.5","€1,100 per year",Minimum GPA of 2.8,6.5
University of Guayaquil,Ecuador,Not ranked,Bachelor in Psychology,"High school diploma, IELTS 6.0","$2,000 per year",Minimum GPA of 2.5,6.0
University of Guayaquil,Ecuador,Not ranked,Master in Public Health,"Bachelor's degree, IELTS 6.5","$3,000 per year",Minimum GPA of 2.8,6.5
University of Guayaquil,Ecuador,Not ranked,Bachelor in Education,"High school diploma, IELTS 6.0","$1,800 per year",Minimum GPA of 2.2,6.0
University of Guayaquil,Ecuador,Not ranked,Master in Business Administration,"Bachelor's degree, IELTS 6.5","$2,500 per year",Minimum GPA of 2.5,6.5
University of Seville,Spain,Not ranked,Bachelor of Business Administration,"High School Diploma, Spanish language proficiency","€1,500 per year",Minimum GPA 2.5,6.0
University of Seville,Spain,Not ranked,Master of Computer Science,"Bachelor's degree, Spanish language proficiency","€2,000 per year",Minimum GPA 3.0,6.5
University of Nairobi,Kenya,Not ranked,Bachelor of Economics,High School Diploma,"KSh 100,000 per year",Minimum GPA 2.5,6.0
University of Nairobi,Kenya,Not ranked,Master of Business Administration,Bachelor's degree,"KSh 150,000 per year",Minimum GPA 3.0,6.5
The University of Western Sydney,"Sydney, Australia",Not in top rankings,Bachelor of Arts in Sociology,"High school diploma, minimum GPA of 2.5","$6,000 per year",GPA 2.5 or equivalent,Overall 6.0
The University of Western Sydney,"Sydney, Australia",Not in top rankings,Master of Engineering in Civil Engineering,"Bachelor's degree in Engineering, minimum GPA of 2.7","$8,000 per year",GPA 2.7 or equivalent,Overall 6.5
The University of Western Sydney,"Sydney, Australia",Not in top rankings,Ph.D. in Psychology,Master's degree in Psychology or related field,"$5,000 per year",Master's degree with research experience,Overall 7.0
University of Economics in Bratislava,"Bratislava, Slovakia",Not available,Bachelor in International Business,"High School Diploma, Entrance Exam, IELTS 6.5","$3,000 per year",Minimum GPA 3.0,6.5
University of Economics in Bratislava,"Bratislava, Slovakia",Not available,Master in Finance,"Bachelor's Degree, Entrance Exam, IELTS 6.5","$4,000 per year",Minimum GPA 3.2,6.5
University of Economics in Bratislava,"Bratislava, Slovakia",Not available,PhD in Economics,"Master's Degree, Research Proposal, IELTS 7.0","$2,500 per year",Minimum GPA 3.5,7.0
University of Kyrenia,"Kyrenia, Cyprus",Not ranked,Bachelor of Business Administration,"High School Diploma, Letter of Recommendation, Personal Statement","€3,500 per year",Minimum 70% in high school,6.0
University of Kyrenia,"Kyrenia, Cyprus",Not ranked,Bachelor of Computer Science,"High School Diploma, Letter of Recommendation, Personal Statement","€3,500 per year",Minimum 65% in high school,6.0
University of Kyrenia,"Kyrenia, Cyprus",Not ranked,Bachelor of Psychology,"High School Diploma, Letter of Recommendation, Personal Statement","€3,500 per year",Minimum 60% in high school,6.0
University of Kyrenia,"Kyrenia, Cyprus",Not ranked,Master of Business Administration,"Bachelor's degree, Work Experience, Statement of Purpose","€4,500 per year",Minimum 2.5 GPA in bachelor's,6.5
