Name,Location,Ranking,ProgramDetails,TuitionFees
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Science in Environmental Science,"High School Diploma, Science background, minimum GPA 2.5"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Business Administration,"High School Diploma, minimum GPA 2.8"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Arts in English Literature,"High School Diploma, English proficiency, minimum GPA 2.5"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Education in History,"High School Diploma, minimum GPA 2.7"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Science in Information Technology,"High School Diploma, Mathematics background, minimum GPA 2.7"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Arts in Political Science,"High School Diploma, minimum GPA 2.5"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Science in Physics,"High School Diploma, Science background, minimum GPA 2.7"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Commerce,"High School Diploma, minimum GPA 2.5"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Arts in Psychology,"High School Diploma, minimum GPA 2.7"
Royal University of Bhutan,Bhutan,Not ranked,Bachelor of Science in Chemistry,"High School Diploma, Science background, minimum GPA 2.7"
University of Tartu,"Tartu, Estonia",801-1000 (QS World University Rankings),Bachelor's in Computer Science,"High school diploma, Math proficiency"
University of Tartu,"Tartu, Estonia",801-1000 (QS World University Rankings),Master's in Economics,Bachelor's degree in related field
University of Belgrade,Serbia,Not ranked,Bachelor of Economics,"High school diploma, entrance exam"
University of Belgrade,Serbia,Not ranked,Master of Computer Science,"Bachelor's degree in related field, entrance exam"
University of Belgrade,Serbia,Not ranked,PhD in Linguistics,"Master's degree in linguistics or related field, research proposal"
Middlesex University,"London, UK",Not ranked,Bachelor of Arts in Business Administration,"High School Diploma or equivalent, IELTS 6.0"
Middlesex University,"London, UK",Not ranked,Bachelor of Science in Computer Science,"High School Diploma with Math background, IELTS 6.5"
Middlesex University,"London, UK",Not ranked,Master of Arts in International Business Management,"Bachelor's degree, IELTS 6.5"
Middlesex University,"London, UK",Not ranked,Master of Science in Data Science,"Bachelor's degree in related field, IELTS 6.5"
Middlesex University,"London, UK",Not ranked,Ph.D. in Psychology,"Master's degree in Psychology, IELTS 7.0"
University of Silesia in Katowice,Poland,Not ranked,Bachelor in English Studies,"High school diploma, English language proficiency"
University of Silesia in Katowice,Poland,Not ranked,Master in International Relations,"Bachelor's degree, English language proficiency"
University of Silesia in Katowice,Poland,Not ranked,PhD in Economics,"Master's degree, research proposal, English language proficiency"
University of Plymouth,United Kingdom,601-800,Bachelor of Business Administration,"High school diploma, English language proficiency"
University of Plymouth,United Kingdom,601-800,Master of Arts in History,"Bachelor's degree in History or related field, English language proficiency"
University of Plymouth,United Kingdom,601-800,PhD in Marine Biology,"Master's degree in Biology or related field, research proposal, English language proficiency"
University of A Coruña,Spain,Not ranked,Bachelor in Computer Science,"High School Diploma, Math background"
University of A Coruña,Spain,Not ranked,Master in International Business,"Bachelor's degree, relevant work experience"
University of A Coruña,Spain,Not ranked,PhD in Marine Sciences,Master's degree in related field
University of Rostov,Russia,Not ranked,Bachelor in Economics,"High School Diploma, Math background"
University of Rostov,Russia,Not ranked,Master in Linguistics,Bachelor's degree in related field
University of Rostov,Russia,Not ranked,PhD in Physics,Master's degree in related field
University of Algarve,Portugal,Not ranked,Bachelor of Business Administration,"High school diploma, TOEFL: 70 or IELTS: 6.0"
University of Algarve,Portugal,Not ranked,Master of Computer Science,"Bachelor's degree in related field, TOEFL: 80 or IELTS: 6.5"
University of Algarve,Portugal,Not ranked,PhD in Marine Biology,"Master's degree in related field, TOEFL: 90 or IELTS: 7.0"
University of La Verne,"California, USA",Not ranked,Bachelor of Science in Business Administration,"High school diploma, SAT score of 1000, IELTS 6.0"
University of La Verne,"California, USA",Not ranked,Master of Public Administration,"Bachelor's degree, GRE or GMAT, IELTS 6.5"
Technische Universität Darmstadt,Germany,Not in top rankings,Computer Science,"Minimum grades: varies, IELTS: 6.5"
Technische Universität Darmstadt,Germany,Not in top rankings,Mechanical Engineering,"Minimum grades: varies, IELTS: 6.5"
Technische Universität Darmstadt,Germany,Not in top rankings,Business Administration,"Minimum grades: varies, IELTS: 6.5"
TU Dortmund University,Germany,Not in the top rankings,Computer Science,"High school diploma, Mathematics background, Basic programming skills"
TU Dortmund University,Germany,Not in the top rankings,Mechanical Engineering,"High school diploma, Physics and Mathematics background"
TU Dortmund University,Germany,Not in the top rankings,Business Administration,"High school diploma, Economics background"
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),Bachelor of Arts in History,"High school diploma, grades AAA at A-levels or equivalent, IELTS 6.5"
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),Master of Science in Marketing,"Bachelor's degree, minimum 2:1 honors degree or equivalent, IELTS 6.5"
University of Strathclyde,"Glasgow, UK",501-600 (QS World University Rankings 2022),PhD in Computer Science,"Master's degree, research proposal, IELTS 6.5"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Business Administration,"High school diploma, Letter of Intent"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Computer Science,"High school diploma, Letter of Intent"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Arts in Psychology,"High school diploma, Letter of Intent"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Nursing,"High school diploma, Letter of Intent, Interview"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Education,"High school diploma, Letter of Intent, Interview"
University of Quebec at Chicoutimi,Canada,Not ranked,Bachelor of Engineering in Civil Engineering,"High school diploma, Letter of Intent, Math and Physics prerequisites"
University of Fort Hare,South Africa,Not ranked,Bachelor of Science in Computer Science,"High school diploma, Mathematics background"
University of Fort Hare,South Africa,Not ranked,Bachelor of Commerce,"High school diploma, Mathematics background"
University of Fort Hare,South Africa,Not ranked,Bachelor of Arts in History,"High school diploma, Humanities background"
University of Fort Hare,South Africa,Not ranked,Bachelor of Education,"High school diploma, Teaching interest"
University of Fort Hare,South Africa,Not ranked,Bachelor of Social Work,"High school diploma, Social sciences interest"
University of Fort Hare,South Africa,Not ranked,Bachelor of Science in Nursing,"High school diploma, Biology background"
University of Duisburg,Germany,Not ranked,Bachelor of Business Administration,"High school diploma, German language proficiency, Statement of Purpose"
University of Duisburg,Germany,Not ranked,Bachelor of Mechanical Engineering,"High school diploma, German language proficiency, Letter of Recommendation"
University of Duisburg,Germany,Not ranked,Master of Computer Science,"Bachelor's degree in related field, German language proficiency, CV"
University of Duisburg,Germany,Not ranked,Master of Economics,"Bachelor's degree in Economics or related field, German language proficiency, Statement of Purpose"
University of Pardubice,Czech Republic,Not ranked,Bachelor of Business Administration,"High School Diploma, Entrance Exam"
University of Pardubice,Czech Republic,Not ranked,Master of Computer Science,"Bachelor's degree in related field, Statement of Purpose"
University of Pardubice,Czech Republic,Not ranked,PhD in Chemistry,"Master's degree in Chemistry, Research Proposal"
Brock University,Canada,Not in top rankings,Bachelor of Business Administration,"High school diploma, minimum GPA of 70%, IELTS 6.5"
Brock University,Canada,Not in top rankings,Bachelor of Arts in Psychology,"High school diploma, minimum GPA of 75%, IELTS 6.5"
Brock University,Canada,Not in top rankings,Bachelor of Science in Computer Science,"High school diploma, minimum GPA of 75%, IELTS 6.5"
Central University of Jharkhand,India,Not in top rankings,Bachelor of Technology in Computer Science,"Higher Secondary Certificate, minimum 50%, IELTS 6.0"
Central University of Jharkhand,India,Not in top rankings,Bachelor of Arts in English Literature,"Higher Secondary Certificate, minimum 45%, IELTS 6.0"
Central University of Jharkhand,India,Not in top rankings,Bachelor of Science in Environmental Science,"Higher Secondary Certificate, minimum 55%, IELTS 6.5"
University of Fribourg,Switzerland,Not in Top Rankings,Bachelor in Economics,"High School Diploma, B2 Level in French or German"
University of Fribourg,Switzerland,Not in Top Rankings,Master in Computer Science,"Bachelor's Degree in related field, B2 Level in French or German"
University of Fribourg,Switzerland,Not in Top Rankings,PhD in Chemistry,"Master's Degree in Chemistry, B2 Level in French or German"
University of La Rochelle,France,Not ranked,Bachelor in Business Administration,"High school diploma, French Baccalaureate or equivalent, IELTS 6.0"
University of La Rochelle,France,Not ranked,Master in International Business,"Bachelor's degree, IELTS 6.5"
University of La Rochelle,France,Not ranked,Bachelor in Computer Science,"High school diploma, French Baccalaureate or equivalent, IELTS 6.0"
University of La Rochelle,France,Not ranked,Master in Marketing Management,"Bachelor's degree, IELTS 6.5"
University of Calabria,Italy,Not ranked,Bachelor in Mechanical Engineering,"High school diploma, IELTS 6.5"
University of Calabria,Italy,Not ranked,Master in Computer Science,"Bachelor's degree, IELTS 7.0"
University of Calabria,Italy,Not ranked,Bachelor in Economics,"High school diploma, IELTS 6.0"
University of Calabria,Italy,Not ranked,Master in Civil Engineering,"Bachelor's degree, IELTS 6.5"
University of Guayaquil,Ecuador,Not ranked,Bachelor in Psychology,"High school diploma, IELTS 6.0"
University of Guayaquil,Ecuador,Not ranked,Master in Public Health,"Bachelor's degree, IELTS 6.5"
University of Guayaquil,Ecuador,Not ranked,Bachelor in Education,"High school diploma, IELTS 6.0"
University of Guayaquil,Ecuador,Not ranked,Master in Business Administration,"Bachelor's degree, IELTS 6.5"
University of Seville,Spain,Not ranked,Bachelor of Business Administration,"High School Diploma, Spanish language proficiency"
University of Seville,Spain,Not ranked,Master of Computer Science,"Bachelor's degree, Spanish language proficiency"
University of Nairobi,Kenya,Not ranked,Bachelor of Economics,High School Diploma
University of Nairobi,Kenya,Not ranked,Master of Business Administration,Bachelor's degree
The University of Western Sydney,"Sydney, Australia",Not in top rankings,Bachelor of Arts in Sociology,"High school diploma, minimum GPA of 2.5"
The University of Western Sydney,"Sydney, Australia",Not in top rankings,Master of Engineering in Civil Engineering,"Bachelor's degree in Engineering, minimum GPA of 2.7"
